8
#n VGCNFType DispersingAgent MixingMethod VGCNFWeightFraction Temperature StorageModulus LossModulus TanDelta
0	0	0	0	30	2178.7955	59.25485625	0.03	0.03
0	0	0	0	60	1920.272625	70.2387975	0.04	0.04
0	0	0	0	90	1413.202	91.94024375	0.07	0.07
0	0	0	0	120	910.95735	108.9139	0.12	0.12
0	0	0	0.25	30	2716.072611	67.06265778	0.02	0.02
0	0	0	0.25	60	2248.077333	130.650525	0.06	0.06
0	0	0	0.25	90	1550.80025	116.4186583	0.08	0.08
0	0	0	0.25	120	554.776725	173.3951333	0.31	0.31
0	0	0	0.5	30	2650.4835	50.281375	0.02	0.02
0	0	0	0.5	60	2275.58975	103.8676225	0.05	0.05
0	0	0	0.5	90	1621.121625	104.2354625	0.06	0.06
0	0	0	0.5	120	806.323025	163.1569625	0.20	0.20
0	0	0	0.75	30	2396.254111	43.53837333	0.02	0.02
0	0	0	0.75	60	2117.913667	67.87665333	0.03	0.03
0	0	0	0.75	90	1608.298	89.40110917	0.06	0.06
0	0	0	0.75	120	844.1155917	148.546075	0.18	0.18
0	0	0	1	30	2443.1095	42.94096389	0.02	0.02
0	0	0	1	60	2190.071333	69.66261667	0.03	0.03
0	0	0	1	90	1602.38625	102.6326033	0.06	0.06
0	0	0	1	120	817.5214917	149.2853333	0.18	0.18
0	1	0	0	30	2178.7955	59.25485625	0.03	0.03
0	1	0	0	60	1920.272625	70.2387975	0.04	0.04
0	1	0	0	90	1413.202	91.94024375	0.07	0.07
0	1	0	0	120	910.95735	108.9139	0.12	0.12
0	1	0	0.25	30	2577.416	79.23298167	0.03	0.03
0	1	0	0.25	60	2075.885444	109.0571489	0.05	0.05
0	1	0	0.25	90	1455.9725	108.313725	0.07	0.07
0	1	0	0.25	120	656.9498833	151.8787417	0.23	0.23
0	1	0	0.5	30	2500.884714	98.60830571	0.04	0.04
0	1	0	0.5	60	2160.56075	98.10189	0.05	0.05
0	1	0	0.5	90	1618.174625	99.38449	0.06	0.06
0	1	0	0.5	120	837.3358	158.673725	0.19	0.19
0	1	0	0.75	30	2476.368417	51.9071225	0.02	0.02
0	1	0	0.75	60	2237.291125	59.78577	0.03	0.03
0	1	0	0.75	90	1750.459875	85.604655	0.05	0.05
0	1	0	0.75	120	969.42655	166.5730125	0.17	0.17
0	1	0	1	30	2651.10275	63.86397417	0.02	0.02
0	1	0	1	60	2413.211875	69.23511875	0.03	0.03
0	1	0	1	90	1869.272875	100.57889	0.05	0.05
0	1	0	1	120	939.29655	186.8817375	0.20	0.20
1	0	0	0	30	2178.7955	59.25485625	0.03	0.03
1	0	0	0	60	1920.272625	70.2387975	0.04	0.04
1	0	0	0	90	1413.202	91.94024375	0.07	0.07
1	0	0	0	120	910.95735	108.9139	0.12	0.12
1	0	0	0.25	30	2485.863833	70.08708444	0.03	0.03
1	0	0	0.25	60	2072.188417	102.7126133	0.05	0.05
1	0	0	0.25	90	1491.335583	96.87381583	0.06	0.06
1	0	0	0.25	120	816.483475	148.87155	0.18	0.18
1	0	0	0.5	30	2633.625429	59.28451857	0.02	0.02
1	0	0	0.5	60	2247.60825	104.8876892	0.05	0.05
1	0	0	0.5	90	1613.644417	102.3799083	0.06	0.06
1	0	0	0.5	120	740.812325	174.9535833	0.24	0.24
1	0	0	0.75	30	2597.609	56.72497333	0.02	0.02
1	0	0	0.75	60	2200.341083	100.3191233	0.05	0.05
1	0	0	0.75	90	1597.930333	100.3187008	0.06	0.06
1	0	0	0.75	120	783.8743083	166.194175	0.21	0.21
1	0	0	1	30	2574.728143	53.49429095	0.02	0.02
1	0	0	1	60	2185.410417	101.0678258	0.05	0.05
1	0	0	1	90	1579.800833	109.1058083	0.07	0.07
1	0	0	1	120	750.1956083	166.4154583	0.22	0.22
1	1	0	0	30	2178.7955	59.25485625	0.03	0.03
1	1	0	0	60	1920.272625	70.2387975	0.04	0.04
1	1	0	0	90	1413.202	91.94024375	0.07	0.07
1	1	0	0	120	910.95735	108.9139	0.12	0.12
1	1	0	0.25	30	2566.780917	72.82111583	0.03	0.03
1	1	0	0.25	60	2159.01025	98.90964375	0.05	0.05
1	1	0	0.25	90	1687.71825	93.8356775	0.06	0.06
1	1	0	0.25	120	1046.187188	149.079075	0.14	0.14
1	1	0	0.5	30	2585.435667	57.85409833	0.02	0.02
1	1	0	0.5	60	2344.503625	66.9113		0.03	0.00
1	1	0	0.5	90	1899.606	98.90654875	0.05	0.05
1	1	0	0.5	120	1045.42195	175.529425	0.17	0.17
1	1	0	0.75	30	2641.246917	66.484605	0.03	0.03
1	1	0	0.75	60	2373.80925	77.113885	0.03	0.03
1	1	0	0.75	90	1907.195875	98.2281675	0.05	0.05
1	1	0	0.75	120	1115.919625	163.9904125	0.15	0.15
1	1	0	1	30	2557.1372	66.812576	0.03	0.03
1	1	0	1	60	2323.402556	63.67684778	0.03	0.03
1	1	0	1	90	1922.763417	85.8025275	0.04	0.04
1	1	0	1	120	1108.780917	178.7943333	0.16	0.16
0	0	2	0	30	2178.7955	59.25485625	0.03	0.03
0	0	2	0	60	1920.272625	70.2387975	0.04	0.04
0	0	2	0	90	1413.202	91.94024375	0.07	0.07
0	0	2	0	120	910.95735	108.9139	0.12	0.12
0	0	2	0.25	30	2661.9078	47.277862	0.02	0.02
0	0	2	0.25	60	2459.80975	54.581125	0.02	0.02
0	0	2	0.25	90	2066.49		72.8600825	0.04	0.00
0	0	2	0.25	120	1343.555	170.082575	0.13	0.13
0	0	2	0.5	30	2520.517417	42.9127925	0.02	0.02
0	0	2	0.5	60	2315.777875	51.36309375	0.02	0.02
0	0	2	0.5	90	1752.96725	103.2718088	0.06	0.06
0	0	2	0.5	120	987.181125	163.878475	0.17	0.17
0	0	2	0.75	30	2486.043786	48.79579571	0.02	0.02
0	0	2	0.75	60	2313.889125	58.37398125	0.03	0.03
0	0	2	0.75	90	1949.186	74.98012125	0.04	0.04
0	0	2	0.75	120	1169.50125	185.0938625	0.16	0.16
0	0	2	1	30	2686.5473	49.291317	0.02	0.02
0	0	2	1	60	2475.843875	63.3374225	0.03	0.03
0	0	2	1	90	2026.163375	87.71619	0.04	0.04
0	0	2	1	120	1264.43575	175.5206	0.14	0.14
0	1	2	0	30	2178.7955	59.25485625	0.03	0.03
0	1	2	0	60	1920.272625	70.2387975	0.04	0.04
0	1	2	0	90	1413.202	91.94024375	0.07	0.07
0	1	2	0	120	910.95735	108.9139	0.12	0.12
0	1	2	0.25	30	2551.131619	50.17587476	0.02	0.02
0	1	2	0.25	60	2362.44125	56.24356833	0.02	0.02
0	1	2	0.25	90	1955.1175	77.32015083	0.04	0.04
0	1	2	0.25	120	1332.961667	140.7976167	0.11	0.11
0	1	2	0.5	30	2736.6626	49.27928867	0.02	0.02
0	1	2	0.5	60	2522.34675	52.93067417	0.02	0.02
0	1	2	0.5	90	2127.7015	73.46162417	0.03	0.03
0	1	2	0.5	120	1405.97975	176.1014667	0.13	0.13
0	1	2	0.75	30	2701.851	49.471881	0.02	0.02
0	1	2	0.75	60	2478.385125	55.50066	0.02	0.02
0	1	2	0.75	90	2088.649875	74.58844375	0.04	0.04
0	1	2	0.75	120	1348.017913	170.7692375	0.13	0.13
0	1	2	1	30	2664.192	51.037323	0.02	0.02
0	1	2	1	60	2425.573833	56.98813333	0.02	0.02
0	1	2	1	90	2027.1225	80.32945125	0.04	0.04
0	1	2	1	120	1207.140625	183.9515125	0.15	0.15
